facility_id,facility_name,address,city_town,state,zip_code,county_parish,telephone_number,patients_who_reported_that_staff_definitely_gave_care_in_a_professional_way_and_the_facility_was_clean,patients_who_reported_that_staff_somewhat_gave_care_in_a_professional_way_or_the_facility_was_somewhat_clean,patients_who_reported_that_staff_did_not_give_care_in_a_professional_way_or_the_facility_was_not_clean,facilities_and_staff_linear_mean_score,patients_who_reported_that_staff_definitely_communicated_about_what_to_expect_during_and_after_the_procedure,patients_who_reported_that_staff_somewhat_communicated_about_what_to_expect_during_and_after_the_procedure,patients_who_reported_that_staff_did_not_communicate_about_what_to_expect_during_and_after_the_procedure,communication_about_your_procedure_linear_mean_score,patients_who_gave_the_facility_a_rating_of_9_or_10_on_a_scale_from_0_lowest_to_10_highest,patients_who_gave_the_facility_a_rating_of_7_or_8_on_a_scale_from_0_lowest_to_10_highest,patients_who_gave_the_facility_a_rating_of_0_to_6_on_a_scale_from_0_lowest_to_10_highest,patients_rating_of_the_facility_linear_mean_score,patients_who_reported_yes_they_would_definitely_recommend_the_facility_to_family_or_friends,patients_who_reported_probably_yes_they_would_recommend_the_facility_to_family_or_friends,patients_who_reported_no_they_would_not_recommend_the_facility_to_family_or_friends,patients_recommending_the_facility_linear_mean_score,footnote,number_of_sampled_patients,number_of_completed_surveys,survey_response_rate_percent,start_date,end_date
03C0001256,GATEWAY SURGERY CENTER,690 N COFCO CENTER CT SUITE 150,PHOENIX,AZ,85008,,(602) 228-8444,98,2,0,99,91,8,1,95,94,6,0,97,88,11,1,95,3,463,133,29,07/01/2024,06/30/2025
03C0001259,TUCSON DIGESTIVE INSTITUTE LLC DBA ARIZONA DIGESTIVE INSTITUTE,7566 NORTH LA CHOLLA BLVD SUITE B,TUCSON,AZ,85741,,(520) 547-5847,95,4,1,97,89,8,3,93,82,12,6,92,78,18,4,91,,939,246,26,07/01/2024,06/30/2025
03C0001260,EAST VALLEY ENDOSCOPY,6020 EAST ARBOR AVE #105,MESA,AZ,85206,,(480) 830-2005,97,3,0,98,91,7,2,95,91,7,2,96,88,9,3,94,3,1440,535,37,07/01/2024,06/30/2025
03C0001261,ARIZONA EYE INSTITUTE AND COSMETIC LASER CENTER,19052 R. H. JOHNSON BLVD,SUN CITY WEST,AZ,85375,,(623) 975-2020,98,1,1,99,92,6,2,95,92,5,3,96,84,13,3,93,3,541,134,25,07/01/2024,06/30/2025
03C0001262,SOUTHWESTERN EYE CENTER LTD,75 COLONIA DE SALUD STE. A-100,SIERRA VISTA,AZ,85635,,(480) 892-8400,93,7,0,96,82,15,3,89,76,19,5,91,74,25,1,91,"3,6",407,85,21,07/01/2024,06/30/2025
03C0001265,ST JOSEPH'S OUTPATIENT SURGERY CENTER LLC,240 W. THOMAS RD,PHOENIX,AZ,85013,,(602) 406-3552,94,5,1,97,88,11,1,94,85,11,4,94,83,14,3,93,,2143,340,16,07/01/2024,06/30/2025
03C0001266,PHOENIX ENDOSCOPY LLC,349 E. CORONADO RD,PHOENIX,AZ,85004,,(602) 266-5678,97,3,0,99,96,3,1,98,95,4,1,97,91,7,2,96,3,1849,498,27,07/01/2024,06/30/2025
03C0001268,FOREST CANYON ENDOSCOPY AND SURGERY CTR PC,560 N. SWITZER CANYON DR,FLAGSTAFF,AZ,86001,,(928) 774-3044,97,3,0,98,89,9,2,94,91,5,4,95,90,8,2,96,3,395,112,29,07/01/2024,06/30/2025
03C0001275,NORTH SCOTTSDALE AMBULATORY SURGERY CENTER LLC,9439 E. IRONWOOD SE SQ. #100,SCOTTSDALE,AZ,85258,,(480) 355-3750,97,3,0,98,92,7,1,95,89,9,2,96,89,9,2,95,3,397,108,27,07/01/2024,06/30/2025
03C0001278,MESA AZ ENDOSCOPY ASC LLC,610 E. BASELINE RD.,TEMPE,AZ,85283,,(480) 969-0405,99,0,1,99,93,5,2,96,97,3,0,98,90,10,0,97,3,485,103,21,07/01/2024,06/30/2025
03C0001279,CHANDLER ENDOSCOPY AMBULATORY SURGERY CENTER LLC DBA CHANDLER ENDOSCOPY CENTER,2095 WEST PECOS RD SUITE A1,CHANDLER,AZ,85224,,(480) 292-9795,99,1,0,99,93,6,1,96,91,7,2,96,88,10,2,95,,994,226,23,07/01/2024,06/30/2025
03C0001280,ARIZONA SURGICAL SPECIALISTS CENTER LLC,1984 EAST BASELINE RD,TEMPE,AZ,85283,,(623) 742-1572,90,9,1,94,74,16,10,82,68,21,11,86,65,26,9,84,"3,6",290,57,20,07/01/2024,06/30/2025
03C0001284,BANNER ESTRELLA SURGERY CENTER LLC,9301 WEST THOMAS ROAD,PHOENIX,AZ,85037,,(623) 213-7407,100,0,0,100,94,5,1,96,95,5,0,98,93,7,0,97,"3,6",360,68,19,07/01/2024,06/30/2025
03C0001285,NORTH VALLEY SURGERY CENTER,8901 EAST RAINTREE DR SUITE 100,SCOTTSDALE,AZ,85260,,(480) 767-2165,98,2,0,99,92,7,1,95,91,7,2,95,89,9,2,95,3,1419,370,26,07/01/2024,06/30/2025
03C0001286,DIGESTIVE HEALTH SPECIALISTS,"8573 EAST PRINCESS DR, SUITE 117",SCOTTSDALE,AZ,85255,,(480) 513-2455,98,2,0,99,91,6,3,94,93,6,1,97,92,6,2,96,3,2418,790,33,07/01/2024,06/30/2025
03C0001289,CAMP LOWELL SURGERY CENTER DBA CARONDELET FOOTHILLS SURGERY CENTER,2220 WEST ORANGE GROVE ROAD,TUCSON,AZ,85741,,(520) 877-5660,96,3,1,98,92,6,2,95,86,12,2,94,81,17,2,93,,956,249,26,07/01/2024,06/30/2025
03C0001290,CAMP LOWELL SURGERY CENTER LLC DBA CAMP LOWELL SURGERY CENTER,4620 EAST CAMP LOWELL DR,TUCSON,AZ,85712,,(520) 618-6058,94,5,1,96,92,7,1,95,85,13,2,94,85,13,2,94,,523,207,40,07/01/2024,06/30/2025
03C0001291,BANNER SUN CITY WEST SURGERY CENTER LLC,14416 WEST MEEKER BLVD SUITE 103,SUN CITY WEST,AZ,85381,,(623) 285-1925,98,2,0,99,93,5,2,96,89,11,0,95,85,14,1,94,3,524,155,30,07/01/2024,06/30/2025
03C0001293,CATALINA SURGERY CENTER,7508 NORTH LA CHOLLA BLVD,TUSCON,AZ,85741,,(520) 547-7450,98,2,0,99,93,6,1,96,94,5,1,96,90,8,2,96,3,521,215,41,07/01/2024,06/30/2025
03C0001294,CENTER FOR PAIN MANAGEMENT,4745 E. CAMP LOWELL DR,TUCSON,AZ,85712,,(520) 731-5510,96,3,1,97,82,14,4,89,82,13,5,92,72,22,6,88,3,1206,343,28,07/01/2024,06/30/2025
03C0001295,NORTH VALLEY ENDOSCOPY CENTER,15255 NORTH 40TH ST BUILDING 8-157,PHOENIX,AZ,85032,,(602) 482-1001,98,2,0,99,96,3,1,98,93,7,0,97,93,6,1,97,3,1583,530,33,07/01/2024,06/30/2025
03C0001297,TRI CITY SURGERY CENTER LLC,5430 DISTINCTION WAY,PRESCOTT,AZ,86301,,(928) 445-6098,98,2,0,99,92,6,2,95,88,10,2,95,90,8,2,96,"3,6",410,60,15,07/01/2024,06/30/2025
03C0001298,SURGICAL ELITE OF AVONDALE,10815 WEST MCDOWELL RD SUITE 101,AVONDALE,AZ,85392,,(623) 433-0192,97,3,0,99,91,8,1,95,88,11,1,95,86,12,2,94,,1203,195,16,07/01/2024,06/30/2025
03C0001299,THE ORTHOPEDIC SURGERY CENTER OF ARIZONA,2262 EAST ROSE GARDEN LANE,PHOENIX,AZ,85024,,(602) 424-4408,98,2,0,99,93,5,2,96,92,7,1,96,90,9,1,96,,789,201,26,07/01/2024,06/30/2025
03C0001300,SURGERY CENTER AT RIVER RD LLC,2490 EAST RIVER ROAD SUITE 150,TUCSON,AZ,85718,,(520) 382-1084,93,6,1,96,91,7,2,94,84,11,5,92,76,18,6,89,3,840,200,24,07/01/2024,06/30/2025
03C0001302,METRO SURGERY CENTER,6790 WEST THUNDERBIRD RD,PEORIA,AZ,85268,,(623) 385-8901,97,3,0,99,89,10,1,94,84,13,3,92,84,16,0,95,"3,10",159,36,23,07/01/2024,06/30/2025
03C0001303,CENTRAL ARIZONA ENDOSCOPY,2158 NORTH GILBERT RD BUILDING 1 SUITE 103,MESA,AZ,85203,,(480) 751-3002,97,2,1,98,92,6,2,95,88,9,3,94,83,14,3,93,3,2102,398,19,07/01/2024,06/30/2025
03C0001304,ARROWHEAD ENDOSCOPY AND PAIN MANAGEMENT CENTER LLC,18699 N 67TH AVE,GLENDALE,AZ,85308,,(623) 376-8600,97,2,1,98,93,5,2,95,95,2,3,97,92,3,5,94,"3,10",233,39,17,07/01/2024,06/30/2025
03C0001305,DESERT RIDGE OUTPATIENT SURGERY CENTER,20940 NORTH TATUM BLVD SUITE 100,PHOENIX,AZ,85050,,(480) 502-4000,97,3,0,99,93,6,1,96,88,11,1,95,85,13,2,94,,966,202,21,07/01/2024,06/30/2025
03C0001313,SOUTHWEST ENDOSCOPY CENTER,2223 EAST BASELINE ROAD,GILBERT,AZ,85234,,(000) 000-0000,97,2,1,98,90,8,2,94,87,10,3,94,84,13,3,93,,1281,269,21,07/01/2024,06/30/2025
03C0001314,SOUTHEAST VALLEY ENDOSCOPY CENTER,875 SOUTH DOBSON RD,CHANDLER,AZ,85224,,(480) 855-2033,98,2,0,99,93,6,1,96,98,2,0,99,93,6,1,97,3,578,101,18,07/01/2024,06/30/2025
03C0001319,ARROWHEAD HEALTH CENTERS PAIN MDS AMBULATORY SURGICAL CENTER LLC,"16222 N 59TH AVE, STE A-115",GLENDALE,AZ,85306,,(623) 334-4000,,,,,,,,,,,,,,,,,1,,,,,
03C0001322,LASER SURGERY CENTER LLC,1008 E MCDOWELL RD,PHOENIX,AZ,85006,,(602) 258-7003,98,2,0,99,89,6,5,92,82,15,3,92,72,28,0,91,"3,10",304,34,11,07/01/2024,06/30/2025
03C0001326,BILTMORE SURGICAL PARTNERS LLC,"2222 E. HIGHLAND AVE., SUITE 100",PHOENIX,AZ,85016,,(602) 490-3661,96,3,1,98,92,6,2,95,92,6,2,95,88,8,4,94,3,854,223,26,07/01/2024,06/30/2025
03C0001327,PAIN MDS INC,2525 WEST CAREFREE HIGHWAY BLDG 5 SUITE 134,PHOENIX,AZ,85085,,(623) 580-4357,,,,,,,,,,,,,,,,,1,,,,,
03C0001328,MESQUITE SURGERY CENTER LLC,7445 EAST TANQUE VERDE RD,TUCSON,AZ,85715,,(520) 722-0929,97,3,0,98,89,9,2,93,89,9,2,95,89,11,0,96,"3,6",418,70,17,07/01/2024,06/30/2025
03C0001330,EYE SURGERY CENTER AT THE BILTMORE,2222 EAST HIGHLAND AVE SUITE 100,PHOENIX,AZ,85016,,(602) 279-2434,92,7,1,96,86,11,3,92,80,16,4,92,77,20,3,91,3,2256,721,32,07/01/2024,06/30/2025
03C0001335,AZ WEST ENDOSCOPY CENTER LLC,1850 NORTH 95TH AVE SUITE 190,PHOENIX,AZ,85037,,(623) 594-4060,96,4,0,98,91,7,2,95,86,11,3,94,83,15,2,94,"3,6",390,60,15,07/01/2024,06/30/2025
03C0001339,SAN TAN SURGERY CENTER LLC,1704 EAST BOSTON ST,GILBERT,AZ,85295,,(480) 656-8600,98,2,0,99,92,7,1,96,94,6,0,96,91,9,0,97,"3,10",151,32,21,07/01/2024,06/30/2025
03C0001340,BARNET DULANEY PERKINS EYE CENTER PLLC,698 E. WETMORE STE. 120,TUCSON,AZ,85704,,(602) 508-4816,96,4,0,98,92,6,2,95,84,14,2,93,87,10,3,95,"3,6",434,71,17,07/01/2024,06/30/2025
03C0001341,BARNET DULANEY PERKINS EYE CENTER PLLC,4800 N. 22ND ST.,PHOENIX,AZ,85016,,(602) 508-4816,94,5,1,97,86,11,3,91,79,17,4,92,77,22,1,92,"3,6",357,69,20,07/01/2024,06/30/2025
03C0001342,BARNET DULANEY PERKINS EYE CENTER PLLC,9425 W. BELL RD.,SUN CITY,AZ,85351,,(602) 508-4816,92,7,1,95,78,14,8,85,76,11,13,89,73,16,11,87,"3,6",354,63,18,07/01/2024,06/30/2025
03C0001343,BARNET DULANEY PERKINS EYE CENTER PLLC,5250 E. SOUTHERN AVE.,MESA,AZ,85206,,(602) 508-4816,,,,,,,,,,,,,,,,,1,,,,,
03C0001344,BARNET DULANEY PERKINS EYE CENTER PLLC,95 SOLDIER PASS RD. STE. A-2,SEDONA,AZ,86336,,(602) 508-4816,96,4,0,98,92,8,0,96,71,25,4,91,82,18,0,94,"3,10",126,31,25,07/01/2024,06/30/2025
03C0001345,ARIZONA ADVANCED ENDOSCOPY LLC,2680 S. VAL VISTA DR. STE. 127,GILBERT,AZ,85295,,(480) 253-5660,97,3,0,99,91,8,1,95,91,8,1,96,90,10,0,96,,1247,273,22,07/01/2024,06/30/2025
03C0001347,SURGCENTER AT PARADISE VALLEY LLC DBA SURGCENTER AT PIMA CROSSING,8415 NORTH PIMA RD SUITE 190,SCOTTSDALE,AZ,85258,,(480) 800-3206,98,2,0,99,92,6,2,95,88,11,1,95,85,13,2,94,,891,228,26,07/01/2024,06/30/2025
03C0001348,BARNET DULANEY PERKINS EYE CENTER PLLC,350 NORTH SWITZER CANYON DR,FLAGSTAFF,AZ,86001,,(928) 770-0500,90,9,1,95,87,11,2,93,76,17,7,90,75,21,4,90,"3,6",342,63,19,07/01/2024,06/30/2025
03C0001352,SURGCENTER OF DEER VALLEY LLC,19820 NORTH 7TH ST SUITE 190,PHOENIX,AZ,85024,,(602) 904-7039,94,5,1,97,85,11,4,91,81,15,4,93,77,19,4,90,,714,191,27,07/01/2024,06/30/2025
03C0001355,SURGCENTER GILBERT,3345 SOUTH VAL VISTA DR #107-110,GILBERT,AZ,85297,,(480) 725-9777,100,0,0,100,94,5,1,96,100,0,0,98,92,5,3,95,"3,10",149,40,27,07/01/2024,06/30/2025
03C0001356,SURGERY CENTER OF SCOTTSDALE LLC DBA MOUNTAIN VIEW SURGERY CENTER OF GLENDALE,18555 NORTH 79TH AVE BUILDING C,GLENDALE,AZ,85308,,(623) 776-2500,98,1,1,99,92,7,1,95,92,6,2,96,88,9,3,95,,1081,251,23,07/01/2024,06/30/2025
03C0001357,SURGERY CENTER OF SCOTTSDALE LLC DBA MOUNTAIN VIEW SURGERY CENTER OF GILBERT,2450 EAST GUADALUPE RD SUITE 101,GILBERT,AZ,85234,,(480) 398-8456,98,2,0,99,96,3,1,98,94,5,1,97,93,6,1,97,,1023,240,24,07/01/2024,06/30/2025
03C0001359,SURGCENTER TUCSON LLC,3935 E. FT. LOWELL RD,TUCSON,AZ,85712,,(520) 396-4420,98,2,0,99,92,7,1,95,88,11,1,95,86,12,2,95,,574,208,36,07/01/2024,06/30/2025
03C0001360,BARNET DULANEY PERKINS EYE CENTER PC DBA AMERICAN VISION PARTNERS,275 WEST 28TH STREET SUITE 2,YUMA,AZ,85364,,(928) 329-5011,96,3,1,98,92,5,3,94,84,10,6,92,87,7,6,92,"3,6",345,51,15,07/01/2024,06/30/2025
03C0001361,SURGCENTER CAMELBACK,6245 NORTH 24TH PARKWAY SUITE 112,PHOENIX,AZ,85016,,(602) 682-7005,94,5,1,97,90,7,3,94,83,14,3,93,82,15,3,93,,1108,270,24,07/01/2024,06/30/2025
03C0001362,BDPEC ASC SHOW LOW,1610 SOUTH WHITE MOUNTAIN RD,SHOW LOW,AZ,85901,,(928) 955-1000,91,7,2,95,83,12,5,89,75,21,4,92,75,20,5,89,"3,6",387,57,15,07/01/2024,06/30/2025
03C0001363,SURGCENTER OF GREATER PHOENIX LLC,7231 EAST PRINCESS BLVD SUITE 100,SCOTTSDALE,AZ,85255,,(480) 423-4705,97,3,0,99,92,7,1,95,91,8,1,96,88,10,2,95,3,531,193,36,07/01/2024,06/30/2025
03C0001364,CENTER FOR CARDIOVASCULAR RESEARCH AND EDUCATION,20565 NORTH 19TH AVE,PHOENIX,AZ,85027,,(602) 714-8800,97,3,0,98,89,9,2,93,88,10,2,95,84,14,2,93,3,538,157,29,07/01/2024,06/30/2025
03C0001367,ARIZONA SURGICAL SPECIALISTS CTR DBA ARIZONA SURGICAL SPECIALSTS CTR WEST PHOENIX,9250 WEST THOMAS ROAD SUITE 220,PHOENIX,AZ,85037,,(623) 742-1570,93,6,1,96,90,6,4,93,87,7,6,93,87,8,5,94,"3,6",323,68,22,07/01/2024,06/30/2025
03C0001369,HONOR HEALTH PAIN MANAGEMENT CENTER,4727 EAST UNION HILLS DR,PHOENIX,AZ,85050,,(602) 293-3382,98,2,0,99,94,4,2,96,90,9,1,95,90,7,3,95,3,674,210,31,07/01/2024,06/30/2025
03C0001370,LASER SURGERY HOLDING COMPANY,2000 EAST SOUTHERN AVENUE 106,TEMPE,AZ,85282,,(480) 444-7491,92,6,2,95,87,12,1,93,81,13,6,92,75,18,7,88,"3,6",520,96,18,07/01/2024,06/30/2025
03C0001371,CARDIAC SURGERY CENTER OF PHOENIX LP,1910 EAST THOMAS RD SUITE 102,PHOENIX,AZ,85016,,(480) 470-0003,97,3,0,98,86,10,4,91,94,4,2,96,92,6,2,96,3,708,140,20,07/01/2024,06/30/2025
03C0001376,CENTRAL AZ GI AND LIVER INSTITUTE,4001 EAST BASELINE RD SUITE 102,GILBERT,AZ,85234,,(480) 565-8045,95,3,2,97,92,7,1,96,79,15,6,91,78,15,7,89,3,994,177,18,07/01/2024,06/30/2025
03C0001378,BANNER UNION HILLS SURGERY CENTER,"18301 N 79TH AVE, # E150",GLENDALE,AZ,85308,,(623) 776-4105,99,0,1,99,94,6,0,97,95,5,0,97,89,10,1,95,3,520,179,34,07/01/2024,06/30/2025
03C0001379,SKI AMBULATORY SURGICAL CENTERS LLC,7362 WEST THUNDERBIRD ROAD SUITE 103,PEORIA,AZ,85381,,(480) 610-6152,96,3,1,98,90,7,3,94,86,11,3,95,77,17,6,89,"3,6",397,54,14,07/01/2024,06/30/2025
03C0001380,SKI AMBULATORY SURGICAL CENTERS LLC,1100 EAST UNIVERSITY DRIVE SUITE 102,TEMPE,AZ,85281,,(480) 610-6152,99,1,0,100,92,5,3,95,97,3,0,98,81,10,9,88,"3,6",451,64,14,07/01/2024,06/30/2025
03C0001381,SPECTRA EYE INSTITUTE LLC,15401 NORTH 29TH AVE SUITE 201,PHOENIX,AZ,85053,,(623) 583-2020,93,6,1,96,85,11,4,91,78,18,4,91,82,15,3,93,3,454,147,32,07/01/2024,06/30/2025
03C0001382,SKI AMBULATORY SURGICAL CENTERS LLC,325 SOUTH EUCLID AVENUE SUITE 109,TUCSON,AZ,85719,,(520) 623-7255,97,3,0,98,90,7,3,94,86,9,5,93,78,17,5,90,"3,6",307,52,17,07/01/2024,06/30/2025
03C0001383,HEART HEALTH CENTER LLC,1848 EAST THOMAS ROAD SUITE 200,PHOENIX,AZ,85016,,(602) 638-1240,,,,,,,,,,,,,,,,,1,,,,,
03C0001384,FOUR PEAKS SURGERY CENTER,9425 WEST BELL ROAD,SUN CITY,AZ,85351,,(623) 399-6880,98,2,0,99,91,8,1,95,90,9,1,96,87,11,2,95,3,544,200,37,07/01/2024,06/30/2025
03C0001385,SOUTH VALLEY SURGICAL CENTER,36453 NORTH GANTZEL ROAD SUITE 102,SAN TAN VALLEY,AZ,85140,,(480) 636-1225,98,1,1,99,93,6,1,96,93,4,3,96,86,13,1,95,3,563,137,24,07/01/2024,06/30/2025
03C0001387,AKDHC SURGERY CENTER LLC WESTGATE,6622 NORTH 91ST ST SUITE 100,GLENDALE,AZ,85305,,(623) 552-7147,97,3,0,99,82,14,4,89,81,17,2,95,74,26,0,92,"3,10",329,37,11,07/01/2024,06/30/2025
03C0001391,SWAN SURGERY CENTER LLC,1505 NORTH SWAN ROAD #101,TUCSON,AZ,85712,,(520) 795-3090,94,4,2,96,86,10,4,91,80,15,5,93,78,15,7,89,"3,6",347,60,17,07/01/2024,06/30/2025
03C0001393,ORO VALLEY SURGICAL SUITES LLC,8500 NORTH ORACLE RD SUITE 150,ORO VALLEY,AZ,85704,,(520) 462-0220,99,1,0,99,95,4,1,97,98,2,0,98,95,5,0,98,,425,220,52,07/01/2024,06/30/2025
03C0001394,PHOENIX SPINE GOODYEAR ASC LLC DBA PHOENIX SPINE GOODYEAR AMBULATORY SURGERY CENTER,140 NORTH LITCHFIELD ROAD SUITE 110,GOODYEAR,AZ,85338,,(602) 533-2160,98,2,0,99,89,9,2,93,86,12,2,95,86,12,2,94,,818,334,41,07/01/2024,06/30/2025
03C0001395,ORTHOARIZONA SURGERY CENTER GILBERT,1675 EAST MELROSE ST SUITE 201,GILBERT,AZ,85297,,(480) 519-8100,98,2,0,99,94,5,1,97,93,6,1,97,92,7,1,97,,972,292,30,07/01/2024,06/30/2025
03C0001396,BARNET DULANEY PERKINS EYE CENTER - SAFFORD SURGERY CENTER,2242 WEST 16TH STREET,SAFFORD,AZ,85546,,(602) 598-7025,97,3,0,98,90,10,0,95,85,15,0,94,88,10,2,95,"3,6",288,50,18,07/01/2024,06/30/2025
03C0001398,DISCOVER SURGICAL CENTER LLC,135 SOUTH POWER ROAD SUITE 110,MESA,AZ,85206,,(480) 745-8577,,,,,,,,,,,,,,,,,1,,,,,
03C0001399,OPTIMUM SURGICAL CENTER,20045 NORTH 19TH AVENUE BUILDING 12,PHOENIX,AZ,85027,,(602) 313-8110,97,2,1,98,93,6,1,96,91,8,1,96,86,12,2,94,"3,6",339,98,29,07/01/2024,06/30/2025
03C0001403,PAIN INSTITUTE OF SOUTHERN ARIZONA PROCEDURE CENTER,4741 EAST CAMP LOWELL DRIVE,TUCSON,AZ,85712,,(520) 318-6035,99,1,0,99,92,6,2,95,91,8,1,96,91,8,1,96,3,917,331,36,07/01/2024,06/30/2025
03C0001405,ARIZONA KIDNEY DISEASE AND HYPERTENSION CENTER DBA AKDHC,3600 WEST TANGERINGE RD SUITE,MARANA,AZ,85658,,(520) 585-4574,97,3,0,98,91,7,2,95,94,6,0,97,88,10,2,95,"3,10",268,46,17,07/01/2024,06/30/2025
03C0001406,BANNER ENTICARE TEMPE SURGERY CENTER LLC DBA BANNER TEMPE SURGERY CENTER,1940 EAST SOUTHERN AVENUE,TEMPE,AZ,85016,,(480) 820-7101,96,2,2,97,92,7,1,96,75,18,7,89,71,22,7,87,"3,10",315,42,13,07/01/2024,06/30/2025
03C0001408,YUMA ADVANCED SURGICAL SUITES,1030 WEST 24TH ST SUITE H,YUMA,AZ,85364,,(928) 259-7522,98,2,0,99,92,7,1,96,93,7,0,97,93,7,0,98,,650,226,35,07/01/2024,06/30/2025
03C0001409,BANNER SURGERY CENTER ALVERNON LLC,750 NORTH ALVERNON WAY,TUCSON,AZ,85711,,(480) 292-8541,100,0,0,100,91,7,2,95,90,10,0,96,85,12,3,93,"3,6",260,64,25,07/01/2024,06/30/2025
03C0001410,SURGERY CENTER AT FLAGSTAFF BONE AND JOINT,501 NORTH SWITZER CANYON DRIVE,FLAGSTAFF,AZ,86001,,(000) 000-0000,96,4,0,98,94,5,1,97,87,10,3,95,87,10,3,94,3,379,145,38,07/01/2024,06/30/2025
03C0001412,OCOTILLO SURGERY CENTER LLC,3920 SOUTH ROME STREET,GILBERT,AZ,85297,,(480) 597-4778,97,3,0,98,93,6,1,96,87,9,4,94,83,16,1,94,"3,6",422,83,20,07/01/2024,06/30/2025
03C0001413,HAYDEN SURGICAL CENTER,10611 NORTH HAYDEN ROAD SUITE D10,SCOTTSDALE,AZ,85260,,(000) 000-0000,,,,,,,,,,,,,,,,,1,,,,,
03C0001414,WESTGATE SURGERY CENTER,7730 NORTH 99TH AVE SUITE 100,GLENDALE,AZ,85307,,(623) 888-5500,97,3,0,98,93,6,1,96,92,7,1,96,91,8,1,96,,2226,461,21,07/01/2024,06/30/2025
03C0001416,WYATT SURGERY CENTER,2424 NORTH WYATT DR SUITE 160,TUCSON,AZ,85750,,(520) 815-5050,97,2,1,98,90,8,2,94,90,8,2,95,85,14,1,95,3,614,208,34,07/01/2024,06/30/2025
03C0001417,BANNER SURGERY CENTER THUNDERBIRD LLC,5555 WEST THUNDERBIRD ROAD SUITE 150,GLENDALE,AZ,85306,,(602) 354-8847,99,1,0,99,91,8,1,95,93,7,0,96,85,15,0,95,"3,6",369,92,25,07/01/2024,06/30/2025
03C0001418,EAST VALLEY OUTPATIENT SURGERY LLC,5620 EAST BROADWAY ROAD,MESA,AZ,85206,,(480) 981-6111,98,2,0,99,89,9,2,94,95,4,1,98,95,5,0,98,3,284,113,41,07/01/2024,06/30/2025
03C0001419,INNOVATIVE SURGERY CENTER LLC,15547 NORTH REEMS ROAD BUILDING A,SURPRISE,AZ,85374,,(623) 535-9777,95,5,0,98,87,12,1,93,90,3,7,95,89,0,11,93,"3,10",168,28,17,07/01/2024,06/30/2025
03C0001423,BANNER SURGERY CENTER MESA,2626 EAST UNIVERSITY DRIVE SUITE 104,MESA,AZ,85213,,(602) 354-8847,98,2,0,99,90,9,1,95,81,19,0,94,78,22,0,93,"3,10",142,34,24,07/01/2024,06/30/2025
03C0001425,BCC WEST VALLEY DBA BANNER CARDIOVASCULAR CENTER WEST VALLEY,14642 NORTH DEL WEBB BOULEVARD SUITE 100,SUN CITY,AZ,85351,,(602) 358-8512,99,1,0,99,91,7,2,95,94,5,1,97,90,10,0,96,3,683,264,39,07/01/2024,06/30/2025
03C0001426,BSC BILTMORE LLC,2222 EAST HIGHLAND AVENUE SUITE 100,PHOENIX,AZ,85016,,(602) 358-8512,96,4,0,98,92,5,3,95,85,13,2,93,80,18,2,92,3,739,127,17,07/01/2024,06/30/2025
03C0001428,SOUTHWEST CARDIOVASCULAR INTERVENTIONAL CENTER LLC,7529 EAST BROADWAY ROAD SUITE 104,MESA,AZ,85208,,(480) 945-4343,97,2,1,98,88,9,3,93,89,8,3,95,85,14,1,95,,411,150,37,07/01/2024,06/30/2025
03C0001429,TUCSON SURGERY CENTER,2121 NORTH CRAYCROFT BUILDING 8,TUCSON,AZ,85712,,(000) 000-0000,98,2,0,99,93,6,1,96,92,6,2,96,84,12,4,92,3,772,276,36,07/01/2024,06/30/2025
03C0001430,BANNER SURGERY CENTER IRONWOOD,37200 NORTH GANTZEL ROAD SUITE 100,QUEEN CREEK,AZ,85140,,(480) 562-4617,97,3,0,98,94,5,1,96,90,9,1,96,89,10,1,96,3,576,156,27,07/01/2024,06/30/2025
03C0001431,REGENCY AMBULATORY SURGERY CENTER ONE LLC,14725 WEST MOUNTAIN VIEW BOULEVARD SUITE 125,SURPRISE,AZ,85374,,(623) 243-9077,95,5,0,97,83,13,4,89,87,9,4,95,81,15,4,92,3,749,158,22,07/01/2024,06/30/2025
03C0001432,AKDHC SURGERY CENTER,2711 SILVER CREEK ROAD SUITE 100,BULLHEAD,AZ,86442,,(000) 000-0000,99,1,0,99,97,2,1,98,93,7,0,97,89,6,5,93,"3,10",211,41,19,07/01/2024,06/30/2025
03C0001433,BUCKEYE SOUTH LLC DBA BUCKEYE SURGERY CENTER,23390 WEST YUMA ROAD SUITE 106,BUCKEYE,AZ,85326,,(623) 250-4800,98,2,0,99,94,5,1,97,91,7,2,96,87,13,0,96,"3,6",397,87,22,07/01/2024,06/30/2025
03C0001434,UROLOGY ASC PHOENIX DBA UROLOGIC SURGERY CENTER OF ARIZONA,1313 EAST OSBORD ROAD SUITE 170B,PHOENIX,AZ,85014,,(410) 581-1600,96,3,1,97,86,11,3,92,82,16,2,93,76,21,3,91,,1109,229,21,07/01/2024,06/30/2025
03C0001435,NATIONAL CARDIOVASCULAR SURGERY CENTER LLC DBA PEAK SURGERY CENTER OF AVONDALE,10825 WEST MCDOWELL ROAD SUITE 320,AVONDALE,AZ,85392,,(602) 698-7325,98,2,0,99,90,7,3,94,96,3,1,97,92,6,2,96,"3,6",220,76,35,07/01/2024,06/30/2025
